LeaseCompId,PropertyId,PropertyName,Tenant.Name,TenantIndustry,TenantNAICS,Market,Submarket,Address.DeliveryAddress,Suite,Address.Locality,Address.County,Address.PostalCode,Address.RegionName,Address.Subdivision,Address.Country,IsVerified.RawValue,SpaceUse,LeaseSource,LeaseOrigin,full_address_std
167100221.0,36156.0,,Millican Jones Interior Planning + Design,Services,,San Francisco,Union Square,445 Bush St,,San Francisco,San Francisco,94108.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"445 BUSH ST, SAN FRANCISCO, CA 94108, UNITED STATES"
162545361.0,36157.0,New Montgomery Tower,Socotra Inc,Information,Software Publishers,San Francisco,South Financial District,33 New Montgomery St,290,San Francisco,San Francisco,94105.0,,CA,United States,False,Office,,CoStar Research,"33 NEW MONTGOMERY ST, SAN FRANCISCO, CA 94105, UNITED STATES"
70221222.0,36158.0,115 Sansome St,,,,San Francisco,Financial District,115 Sansome St,,San Francisco,San Francisco,94104.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"115 SANSOME ST, SAN FRANCISCO, CA 94104, UNITED STATES"
133318191.0,36159.0,Second Street Square,,,,San Francisco,Rincon/South Beach,501 2nd St,,San Francisco,San Francisco,94107.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"501 2ND ST, SAN FRANCISCO, CA 94107, UNITED STATES"
70087748.0,36160.0,,,,,San Francisco,Financial District,110 Sutter St,,San Francisco,San Francisco,94104.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"110 SUTTER ST, SAN FRANCISCO, CA 94104, UNITED STATES"
204571941.0,36161.0,,Homebridge,Finance and Insurance,Real Estate Credit,San Francisco,MidMarket,1033-1045 Market St,L-1,San Francisco,San Francisco,94103.0,,CA,United States,False,Office/Medical,Direct - Press Release,CoStar Research,"1033 MARKET ST, SAN FRANCISCO, CA 94103, UNITED STATES"
70054428.0,36162.0,,,,,San Francisco,Union Square,710 Market St,,San Francisco,San Francisco,94102.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"710 MARKET ST, SAN FRANCISCO, CA 94102, UNITED STATES"
70017739.0,36163.0,Lululemon,,,,San Francisco,Union Square,327-333 Grant Ave,,San Francisco,San Francisco,94108.0,,CA,United States,False,Retail,Third Party - Other,CoStar Research,"327 GRANT AVE, SAN FRANCISCO, CA 94108, UNITED STATES"
70225712.0,36164.0,,,,,San Francisco,Bayview/Hunters Point,50 Mendell St,,San Francisco,San Francisco,94124.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"50 MENDELL ST, SAN FRANCISCO, CA 94124, UNITED STATES"
10617690.0,36165.0,,Raging Stallion Studios,Information,Motion Picture and Video Production,San Francisco,MidMarket,1155 Mission St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"1155 MISSION ST, SAN FRANCISCO, CA 94103, UNITED STATES"
160687971.0,36167.0,Schroeder Bldg,Betts Recruiting,Administrative and Support Services,Employment Placement Agencies,San Francisco,Financial District,234-240 Front St,,San Francisco,San Francisco,94111.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"234 FRONT ST, SAN FRANCISCO, CA 94111, UNITED STATES"
70434154.0,36168.0,,,,,San Francisco,Mission/Potrero,930 Alabama St,,San Francisco,San Francisco,94110.0,,CA,United States,False,Flex,Third Party - Other,CoStar Research,"930 ALABAMA ST, SAN FRANCISCO, CA 94110, UNITED STATES"
110060542.0,36170.0,Bayview Bank,U.S. Bank,Finance and Insurance,Commercial Banking,San Francisco,Southern City,4610 Mission St,1,San Francisco,San Francisco,94112.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"4610 MISSION ST, SAN FRANCISCO, CA 94112, UNITED STATES"
11028496.0,36171.0,Los Portales Medical Center,Los Portales Pharmacy,Retailer,Pharmacies and Drug Retailers,San Francisco,Mission/Potrero,2480-2482 Mission St,110,San Francisco,San Francisco,94110.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"2480 MISSION ST, SAN FRANCISCO, CA 94110, UNITED STATES"
111180421.0,36178.0,,,,,San Francisco,Southern City,4596 Mission St,,San Francisco,San Francisco,94112.0,,CA,United States,False,Office/Retail,Third Party - Other,CoStar Research,"4596 MISSION ST, SAN FRANCISCO, CA 94112, UNITED STATES"
70284729.0,36180.0,,,,,San Francisco,Van Ness/Chinatown,1145 Bush St,,San Francisco,San Francisco,94109.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"1145 BUSH ST, SAN FRANCISCO, CA 94109, UNITED STATES"
114212146.0,36185.0,,Offix Edge LLC,Information,Web Search Portals and All Other Information Services,San Francisco,Southern City,2301-2323 Noriega St,,San Francisco,San Francisco,94122.0,,CA,United States,False,Retail,Third Party - Landlord Rep,CoStar Research,"2301 NORIEGA ST, SAN FRANCISCO, CA 94122, UNITED STATES"
10787803.0,36186.0,,Washington Mutual,Finance and Insurance,Commercial Banking,San Francisco,Southern City,926 Taraval St,,San Francisco,San Francisco,94116.0,,CA,United States,False,Retail,Third Party - Other,CoStar Research,"926 TARAVAL ST, SAN FRANCISCO, CA 94116, UNITED STATES"
10721647.0,36188.0,,"One World Incentives, Inc.","Professional, Scientific, and Technical Services",Advertising Agencies,San Francisco,West of Van Ness,1746-1750 Union St,,San Francisco,San Francisco,94123.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"1746 UNION ST, SAN FRANCISCO, CA 94123, UNITED STATES"
112081931.0,36868.0,Waterfront Plaza,,,,San Francisco,Burlingame,500 Airport Blvd,,Burlingame,San Mateo,94010.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"500 AIRPORT BLVD, BURLINGAME, CA 94010, UNITED STATES"
123559801.0,36870.0,Building A,,,,San Francisco,Menlo Park,350 Demeter St,,East Palo Alto,San Mateo,94303.0,,CA,United States,False,Industrial,Third Party - Landlord Rep,CoStar Research,"350 DEMETER ST, EAST PALO ALTO, CA 94303, UNITED STATES"
111992434.0,36871.0,,YUMU42,Information,,San Francisco,Redwood City,500 Allerton St,3rd Floor,Redwood City,San Mateo,94063.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"500 ALLERTON ST, REDWOOD CITY, CA 94063, UNITED STATES"
70210711.0,36874.0,,,,,San Francisco,San Mateo,112 S B St,,San Mateo,San Mateo,94401.0,,CA,United States,False,Office/Retail,Third Party - Other,CoStar Research,"112 S B ST, SAN MATEO, CA 94401, UNITED STATES"
70385334.0,36877.0,,,,,San Francisco,San Mateo,92 E 21st Ave,,San Mateo,San Mateo,94403.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"92 E 21ST AVE, SAN MATEO, CA 94403, UNITED STATES"
111253502.0,36878.0,,,,,San Francisco,South San Francisco,400-410 Forbes Blvd,,South San Francisco,San Mateo,94080.0,,CA,United States,False,Industrial,Third Party - Other,CoStar Research,"400 FORBES BLVD, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES"
197051901.0,36881.0,,,,,San Francisco,Burlingame,261 California Dr,,Burlingame,San Mateo,94010.0,,CA,United States,False,Retail,Third Party - Landlord Rep,CoStar Research,"261 CALIFORNIA DR, BURLINGAME, CA 94010, UNITED STATES"
112612466.0,36888.0,Glenborough Rollins,Mills-Peninsula Health Services,Health Care and Social Assistance,General Medical and Surgical Hospitals,San Francisco,Burlingame,1625-1635 Rollins Rd,,Burlingame,San Mateo,94010.0,,CA,United States,False,Industrial,,CoStar Research,"1625 ROLLINS RD, BURLINGAME, CA 94010, UNITED STATES"
170067741.0,36889.0,Genesis SSF - North Tower,InterVenn,Manufacturing,Pharmaceutical Preparation Manufacturing,San Francisco,South San Francisco,2 Tower Pl,,South San Francisco,San Mateo,94080.0,,CA,United States,False,Flex,Third Party - Landlord Rep,CoStar Research,"2 TOWER PL, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES"
113495797.0,36891.0,,The Truth Tattoo Parlor,Retailer,,San Francisco,Peninsula Coastline,5550-5560 Coast Hwy,,Pacifica,San Mateo,94044.0,,CA,United States,False,Retail,Third Party - Landlord Rep,CoStar Research,"5550 COAST HWY, PACIFICA, CA 94044, UNITED STATES"
10004702.0,36895.0,,"Rockhill, Shaiman & Carr",,,San Francisco,Redwood City,605 Middlefield Rd,,Redwood City,San Mateo,94063.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"605 MIDDLEFIELD RD, REDWOOD CITY, CA 94063, UNITED STATES"
122856381.0,36899.0,,,,,San Francisco,Peninsula Coastline,1007-1039 Terra Nova Blvd,,Pacifica,San Mateo,94044.0,,CA,United States,False,Retail,Direct - Landlord,CoStar Research,"1007 TERRA NOVA BLVD, PACIFICA, CA 94044, UNITED STATES"
123661061.0,36901.0,Baldwin Bldg,Ipsy,Retailer,"Cosmetics, Beauty Supplies, and Perfume Retailers",San Francisco,San Mateo,201 Baldwin Ave,,San Mateo,San Mateo,94401.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"201 BALDWIN AVE, SAN MATEO, CA 94401, UNITED STATES"
10979741.0,36903.0,,"Thomas Freeman, DPW",Health Care and Social Assistance,Offices of Podiatrists,San Francisco,San Mateo,19-25 W 39th Ave,6     ,San Mateo,San Mateo,94403.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"19 W 39TH AVE, SAN MATEO, CA 94403, UNITED STATES"
70291709.0,36906.0,,,,,San Francisco,Redwood City,420 Maple St,,Redwood City,San Mateo,94063.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"420 MAPLE ST, REDWOOD CITY, CA 94063, UNITED STATES"
70055961.0,36909.0,,,,,San Francisco,Redwood City,2882 Spring St,,Redwood City,San Mateo,94063.0,,CA,United States,False,Industrial,Third Party - Other,CoStar Research,"2882 SPRING ST, REDWOOD CITY, CA 94063, UNITED STATES"
125905221.0,36911.0,,,,,San Francisco,South San Francisco,7 S Linden Ave,,South San Francisco,San Mateo,94080.0,,CA,United States,False,Industrial,Direct - Landlord,CoStar Research,"7 S LINDEN AVE, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES"
10882761.0,42661.0,,Physician Access Center,Health Care and Social Assistance,Offices of Physicians,San Francisco,Financial District,20 California St,100   ,San Francisco,San Francisco,94111.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"20 CALIFORNIA ST, SAN FRANCISCO, CA 94111, UNITED STATES"
10360837.0,42808.0,,Oppenheimer Plastics,Manufacturing,,San Francisco,Bayview/Hunters Point,5700 3rd St,,San Francisco,San Francisco,94124.0,,CA,United States,False,Industrial,Third Party - Other,CoStar Research,"5700 3RD ST, SAN FRANCISCO, CA 94124, UNITED STATES"
70106078.0,42894.0,,,,,San Francisco,Bayview/Hunters Point,4100-4106 3rd St,,San Francisco,San Francisco,94124.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"4100 3RD ST, SAN FRANCISCO, CA 94124, UNITED STATES"
30009635.0,43467.0,199 Fremont,Discover RE,Finance and Insurance,Insurance Related Activities,San Francisco,South Financial District,199 Fremont St,600,San Francisco,San Francisco,94105.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"199 FREMONT ST, SAN FRANCISCO, CA 94105, UNITED STATES"
10574720.0,43473.0,,Special Olympics of Northern California,,,San Francisco,South Financial District,109 Stevenson St,,San Francisco,San Francisco,94105.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"109 STEVENSON ST, SAN FRANCISCO, CA 94105, UNITED STATES"
112061674.0,43487.0,,,,,San Francisco,South San Francisco,91 Westborough Blvd,,South San Francisco,San Mateo,94080.0,,CA,United States,False,Medical,Third Party - Landlord Rep,CoStar Research,"91 WESTBOROUGH BLVD, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES"
119256511.0,44277.0,,,,,San Francisco,Belmont/San Carlos,1100 Industrial Rd,,San Carlos,San Mateo,94070.0,,CA,United States,False,Flex,Third Party - Landlord Rep,CoStar Research,"1100 INDUSTRIAL RD, SAN CARLOS, CA 94070, UNITED STATES"
111447330.0,44548.0,,The Art Institutes,Educational Services,Professional and Management Development Training,San Francisco,MidMarket,1128 Market St,,San Francisco,San Francisco,94102.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"1128 MARKET ST, SAN FRANCISCO, CA 94102, UNITED STATES"
133254001.0,44565.0,450 Sansome Street,,,,San Francisco,Financial District,450 Sansome St,,San Francisco,San Francisco,94111.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"450 SANSOME ST, SAN FRANCISCO, CA 94111, UNITED STATES"
114185825.0,44637.0,,General Assembly,Educational Services,Junior Colleges,San Francisco,Financial District,225 Bush St,500,San Francisco,San Francisco,94104.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"225 BUSH ST, SAN FRANCISCO, CA 94104, UNITED STATES"
70293877.0,44943.0,,,,,San Francisco,Lower Haight,871 Page St,,San Francisco,San Francisco,94117.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"871 PAGE ST, SAN FRANCISCO, CA 94117, UNITED STATES"
140119791.0,45293.0,650 California,Analysis Group,"Professional, Scientific, and Technical Services",Management Consulting Services,San Francisco,Financial District,650 California St,23,San Francisco,San Francisco,94108.0,,CA,United States,False,Office,,CoStar Research,"650 CALIFORNIA ST, SAN FRANCISCO, CA 94108, UNITED STATES"
70285784.0,45497.0,,,,,San Francisco,Mission/Potrero,20 Sycamore St,,San Francisco,San Francisco,94110.0,,CA,United States,False,Industrial,Third Party - Other,CoStar Research,"20 SYCAMORE ST, SAN FRANCISCO, CA 94110, UNITED STATES"
113411895.0,47720.0,,Yes V Can,Manufacturing,Commercial Printing,San Francisco,Bayview/Hunters Point,45 Williams Ave,,San Francisco,San Francisco,94124.0,,CA,United States,False,Industrial,Third Party - Landlord Rep,CoStar Research,"45 WILLIAMS AVE, SAN FRANCISCO, CA 94124, UNITED STATES"
112424740.0,47765.0,,CREAM,Accommodation and Food Services,Snack and Nonalcoholic Beverage Bars,San Francisco,San Bruno/Millbrae,1699 El Camino Real,201,Millbrae,San Mateo,94030.0,,CA,United States,False,Office,Direct - Landlord,CoStar Research,"1699 EL CAMINO REAL, MILLBRAE, CA 94030, UNITED STATES"
171825741.0,47860.0,,American Medical Response,Health Care and Social Assistance,Ambulance Services,San Francisco,Mission Bay/China Basin,1300 Illinois St,,San Francisco,San Francisco,94107.0,,CA,United States,False,Industrial,Third Party - Tenant Rep,CoStar Research,"1300 ILLINOIS ST, SAN FRANCISCO, CA 94107, UNITED STATES"
126883611.0,47879.0,,,,,San Francisco,South San Francisco,1405 Huntington Ave,,South San Francisco,San Mateo,94080.0,,CA,United States,False,Industrial,Third Party - Landlord Rep,CoStar Research,"1405 HUNTINGTON AVE, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES"
112245981.0,48100.0,100 CAL,,,,San Francisco,Financial District,100 California St,,San Francisco,San Francisco,94111.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"100 CALIFORNIA ST, SAN FRANCISCO, CA 94111, UNITED STATES"
114145292.0,48101.0,100 First,"Mitsui Fudosan America, Inc.",Real Estate,Offices of Real Estate Agents and Brokers,San Francisco,South Financial District,100 First St,,San Francisco,San Francisco,94105.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"100 FIRST ST, SAN FRANCISCO, CA 94105, UNITED STATES"
70005916.0,51344.0,,,,,San Francisco,Mission/Potrero,593-599 Valencia St,,San Francisco,San Francisco,94110.0,,CA,United States,False,Retail,Third Party - Other,CoStar Research,"593 VALENCIA ST, SAN FRANCISCO, CA 94110, UNITED STATES"
131179621.0,51350.0,,,,,San Francisco,MidMarket,479-485 Jessie St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"479 JESSIE ST, SAN FRANCISCO, CA 94103, UNITED STATES"
70080745.0,51351.0,,,,,San Francisco,South of Market,730 Clementina St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Flex,Third Party - Other,CoStar Research,"730 CLEMENTINA ST, SAN FRANCISCO, CA 94103, UNITED STATES"
70468059.0,51352.0,,,,,San Francisco,Van Ness/Chinatown,700-710 Van Ness Ave,,San Francisco,San Francisco,94102.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"700 VAN NESS AVE, SAN FRANCISCO, CA 94102, UNITED STATES"
114040089.0,51353.0,,,,,San Francisco,Mission,3388 17th St,,San Francisco,San Francisco,94110.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"3388 17TH ST, SAN FRANCISCO, CA 94110, UNITED STATES"
70043021.0,51354.0,20 Tank Brewery,,,,San Francisco,South of Market,316 11th St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Retail,Third Party - Other,CoStar Research,"316 11TH ST, SAN FRANCISCO, CA 94103, UNITED STATES"
70411107.0,51355.0,,,,,San Francisco,Mission/Potrero,1875 Mission St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"1875 MISSION ST, SAN FRANCISCO, CA 94103, UNITED STATES"
111235178.0,51356.0,,,,,San Francisco,Southern City,1446-1448 Church St,,San Francisco,San Francisco,94131.0,,CA,United States,False,Retail,Third Party - Other,CoStar Research,"1446 CHURCH ST, SAN FRANCISCO, CA 94131, UNITED STATES"
70284939.0,51358.0,,,,,San Francisco,South of Market,1256-1258 Folsom St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"1256 FOLSOM ST, SAN FRANCISCO, CA 94103, UNITED STATES"
10927523.0,51359.0,,FiftyCrows Foundation,Services,,San Francisco,South of Market,1074 Folsom St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"1074 FOLSOM ST, SAN FRANCISCO, CA 94103, UNITED STATES"
70290709.0,51360.0,,,,,San Francisco,South of Market,1200-1202 Howard St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Retail,Third Party - Other,CoStar Research,"1200 HOWARD ST, SAN FRANCISCO, CA 94103, UNITED STATES"
160859331.0,51363.0,,,,,San Francisco,Rincon/South Beach,677 Harrison St,,San Francisco,San Francisco,94107.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"677 HARRISON ST, SAN FRANCISCO, CA 94107, UNITED STATES"
70033694.0,51364.0,,,,,San Francisco,Southern City,3145-3149 Mission St,,San Francisco,San Francisco,94110.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"3145 MISSION ST, SAN FRANCISCO, CA 94110, UNITED STATES"
110048797.0,51366.0,,,,,San Francisco,Van Ness/Chinatown,1333-1335 Pacific Ave,,San Francisco,San Francisco,94109.0,,CA,United States,False,Retail,Third Party - Other,CoStar Research,"1333 PACIFIC AVE, SAN FRANCISCO, CA 94109, UNITED STATES"
114055617.0,51367.0,,,,,San Francisco,Yerba Buena,365-371 5th St,,San Francisco,San Francisco,94107.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"365 5TH ST, SAN FRANCISCO, CA 94107, UNITED STATES"
70021303.0,51368.0,,,,,San Francisco,MidMarket,1200-1208 Market St,,San Francisco,San Francisco,94102.0,,CA,United States,False,Office/Retail,Third Party - Other,CoStar Research,"1200 MARKET ST, SAN FRANCISCO, CA 94102, UNITED STATES"
111942316.0,51369.0,,"CODE Salon, Inc.",Services,Beauty Salons,San Francisco,Yerba Buena,370 4th St,2nd,San Francisco,San Francisco,94107.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"370 4TH ST, SAN FRANCISCO, CA 94107, UNITED STATES"
70414489.0,51371.0,Carlin Apartment,,,,San Francisco,Mission Dolores,286-298 Valencia St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Office/Retail,Third Party - Other,CoStar Research,"286 VALENCIA ST, SAN FRANCISCO, CA 94103, UNITED STATES"
111833179.0,51410.0,,,,,San Francisco,San Bruno/Millbrae,250-260 El Camino Real,,San Bruno,San Mateo,94066.0,,CA,United States,False,Office/Retail,Direct - Landlord,CoStar Research,"250 EL CAMINO REAL, SAN BRUNO, CA 94066, UNITED STATES"
10560478.0,51411.0,,Hair It Is!,Services,Beauty Salons,San Francisco,Redwood City,2600-2610 Broadway St,,Redwood City,San Mateo,94063.0,,CA,United States,False,Retail,Third Party - Other,CoStar Research,"2600 BROADWAY ST, REDWOOD CITY, CA 94063, UNITED STATES"
65019454.0,52020.0,,"Electronics For Imaging, Inc.",Manufacturing,Computer Terminal and Computer Peripheral Equipment Manufacturing,San Francisco,Foster City/Redwood Shrs,301 Velocity Way,,Foster City,San Mateo,94404.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"301 VELOCITY WAY, FOSTER CITY, CA 94404, UNITED STATES"
112766271.0,52085.0,,Sofas Creations,Manufacturing,Institutional Furniture Manufacturing,San Francisco,Van Ness/Chinatown,1529 Polk St,,San Francisco,San Francisco,94109.0,,CA,United States,False,Retail,Third Party - Landlord Rep,CoStar Research,"1529 POLK ST, SAN FRANCISCO, CA 94109, UNITED STATES"
10373953.0,52103.0,,Bill Lanese Advertising,"Professional, Scientific, and Technical Services",Advertising Agencies,San Francisco,Financial District,690 Market St,501.0,San Francisco,San Francisco,94104.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"690 MARKET ST, SAN FRANCISCO, CA 94104, UNITED STATES"
30010323.0,52863.0,Easter Seals Bldg,Coalition of Agencies Serving the Elderly,,,San Francisco,West of Van Ness,6221 Geary Blvd,300   ,San Francisco,San Francisco,94121.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"6221 GEARY BLVD, SAN FRANCISCO, CA 94121, UNITED STATES"
114270244.0,53105.0,,,,,San Francisco,Union Square,693-699 Sutter St,,San Francisco,San Francisco,94102.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"693 SUTTER ST, SAN FRANCISCO, CA 94102, UNITED STATES"
110878756.0,53174.0,South Building,Neumeier Design,,,San Francisco,Showplace Square,350 Rhode Island St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"350 RHODE ISLAND ST, SAN FRANCISCO, CA 94103, UNITED STATES"
112051776.0,53211.0,,,,,San Francisco,Redwood City,934 Charter St,,Redwood City,San Mateo,94063.0,,CA,United States,False,Industrial,Third Party - Landlord Rep,CoStar Research,"934 CHARTER ST, REDWOOD CITY, CA 94063, UNITED STATES"
10629976.0,53304.0,Keynote Plaza,"Arty Media, Inc.","Professional, Scientific, and Technical Services",Computer Systems Design Services,San Francisco,San Mateo,777 Mariners Island Blvd,750,San Mateo,San Mateo,94404.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"777 MARINERS ISLAND BLVD, SAN MATEO, CA 94404, UNITED STATES"
190557701.0,53314.0,,,,,San Francisco,San Mateo,615 E 3rd Ave,,San Mateo,San Mateo,94401.0,,CA,United States,False,Retail,Third Party - Landlord Rep,CoStar Research,"615 E 3RD AVE, SAN MATEO, CA 94401, UNITED STATES"
70449340.0,53353.0,,,,,San Francisco,West of Van Ness,1724-1728 Fillmore St,,San Francisco,San Francisco,94115.0,,CA,United States,False,Retail,Third Party - Other,CoStar Research,"1724 FILLMORE ST, SAN FRANCISCO, CA 94115, UNITED STATES"
114153380.0,53485.0,,Weddington Way,Retailer,Clothing and Clothing Accessories Retailers,San Francisco,Union Square,550-560 Sutter St,200,San Francisco,San Francisco,94102.0,,CA,United States,False,Office,,CoStar Research,"550 SUTTER ST, SAN FRANCISCO, CA 94102, UNITED STATES"
70301420.0,53542.0,Pier 29,,,,San Francisco,Waterfront/North Beach,Pier 29,,San Francisco,San Francisco,94121.0,,CA,United States,False,Industrial,Third Party - Other,CoStar Research,"PIER 29, SAN FRANCISCO, CA 94121, UNITED STATES"
175632111.0,53881.0,,,,,San Francisco,Bayview/Hunters Point,1325 Egbert Ave,,San Francisco,San Francisco,94124.0,,CA,United States,False,Industrial,Third Party - Landlord Rep,CoStar Research,"1325 EGBERT AVE, SAN FRANCISCO, CA 94124, UNITED STATES"
161813621.0,54057.0,Shorebreeze I,,,,San Francisco,Foster City/Redwood Shrs,275 Shoreline Dr,,Redwood City,San Mateo,94065.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"275 SHORELINE DR, REDWOOD CITY, CA 94065, UNITED STATES"
70389006.0,54117.0,,,,,San Francisco,South San Francisco,150 Starlite St,,South San Francisco,San Mateo,94080.0,,CA,United States,False,Industrial,Third Party - Other,CoStar Research,"150 STARLITE ST, SOUTH SAN FRANCISCO, CA 94080, UNITED STATES"
161813531.0,54132.0,Shorebreeze II,,,,San Francisco,Foster City/Redwood Shrs,255 Shoreline Dr,,Redwood City,San Mateo,94065.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"255 SHORELINE DR, REDWOOD CITY, CA 94065, UNITED STATES"
30010583.0,54134.0,Salesforce West,Consulate-General of Japan in San Francisco,Public Administration,International Affairs,San Francisco,South Financial District,50 Fremont St,2200  ,San Francisco,San Francisco,94105.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"50 FREMONT ST, SAN FRANCISCO, CA 94105, UNITED STATES"
113473897.0,54387.0,100 Pine,,,,San Francisco,Financial District,100 Pine St,,San Francisco,San Francisco,94111.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"100 PINE ST, SAN FRANCISCO, CA 94111, UNITED STATES"
121341491.0,54736.0,,Ultragenyx Pharmaceutical Inc.,Manufacturing,Pharmaceutical Preparation Manufacturing,San Francisco,Brisbane/Daly City,5000 Marina Blvd,,Brisbane,San Mateo,94005.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"5000 MARINA BLVD, BRISBANE, CA 94005, UNITED STATES"
70290977.0,54878.0,,,,,San Francisco,Rincon/South Beach,3 Clarence Plz,,San Francisco,San Francisco,94107.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"3 CLARENCE PLZ, SAN FRANCISCO, CA 94107, UNITED STATES"
110263017.0,54938.0,,"Metaweb Technologies, Inc",,,San Francisco,South Financial District,631 Howard St,,San Francisco,San Francisco,94105.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"631 HOWARD ST, SAN FRANCISCO, CA 94105, UNITED STATES"
113558284.0,54964.0,,"Simplex USA, Inc.",Finance and Insurance,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",San Francisco,South Financial District,55 Hawthorne St,4th Floor,San Francisco,San Francisco,94105.0,,CA,United States,False,Office,Third Party - Landlord Rep,CoStar Research,"55 HAWTHORNE ST, SAN FRANCISCO, CA 94105, UNITED STATES"
159842091.0,54972.0,,Supreme,Retailer,,San Francisco,MidMarket,1011-1017 Market St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Retail,Third Party - Tenant Rep,CoStar Research,"1011 MARKET ST, SAN FRANCISCO, CA 94103, UNITED STATES"
113291050.0,54995.0,,,,,San Francisco,MidMarket,950-964 Market St,,San Francisco,San Francisco,94102.0,,CA,United States,False,Retail,Third Party - Landlord Rep,CoStar Research,"950 MARKET ST, SAN FRANCISCO, CA 94102, UNITED STATES"
10800172.0,55094.0,California Tower,Berkadia Commercial Mortgage LLC,Finance and Insurance,Real Estate Credit,San Francisco,Financial District,550 California St,1000,San Francisco,San Francisco,94104.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"550 CALIFORNIA ST, SAN FRANCISCO, CA 94104, UNITED STATES"
110575596.0,55106.0,,,,,San Francisco,South of Market,1230 Howard St,,San Francisco,San Francisco,94103.0,,CA,United States,False,Office,Third Party - Other,CoStar Research,"1230 HOWARD ST, SAN FRANCISCO, CA 94103, UNITED STATES"
70225049.0,55301.0,,,,,San Francisco,Bayview/Hunters Point,1970 Carroll Ave,,San Francisco,San Francisco,94124.0,,CA,United States,False,Industrial,Third Party - Other,CoStar Research,"1970 CARROLL AVE, SAN FRANCISCO, CA 94124, UNITED STATES"
